YEARMAKE,MODEL,TRIM,STOCK,VIN,@QR,QRYEARMODEL,QRSTOCK,@QR2,MISC
2025 Honda,CR-V,HYBRID AWD SPORT-L,2025 CR-V - 251144,NEW - 7FARS6H89SE096282,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_760.PNG,2025 CR-V - 251144,NEW - 7FARS6H89SE096282,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_760.PNG,2025 CR-V - 251144 - NEW - 7FARS6H89SE096282
2025 Honda,CR-V,HYBRID AWD SPORT-L,2025 CR-V - 251160,NEW - 7FARS6H8XSE097585,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_761.PNG,2025 CR-V - 251160,NEW - 7FARS6H8XSE097585,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_761.PNG,2025 CR-V - 251160 - NEW - 7FARS6H8XSE097585
2025 Honda,Accord Sedan,HYBRID TOURING,2025 Accord Sedan - 251171,NEW - 1HGCY2F85SA037915,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_762.PNG,2025 Accord Sedan - 251171,NEW - 1HGCY2F85SA037915,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_762.PNG,2025 Accord Sedan - 251171 - NEW - 1HGCY2F85SA037915
2025 Honda,Accord Sedan,HYBRID TOURING,2025 Accord Sedan - 251156,NEW - 1HGCY2F87SA045918,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_763.PNG,2025 Accord Sedan - 251156,NEW - 1HGCY2F87SA045918,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_763.PNG,2025 Accord Sedan - 251156 - NEW - 1HGCY2F87SA045918
2024 Honda,Accord Hybrid,Touring,2024 Accord Hybrid - 240632,NEW - 1HGCY2F86RA052613,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_764.PNG,2024 Accord Hybrid - 240632,NEW - 1HGCY2F86RA052613,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_764.PNG,2024 Accord Hybrid - 240632 - NEW - 1HGCY2F86RA052613
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 251177,NEW - 7FARS4H73SE019905,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_765.PNG,2025 CR-V - 251177,NEW - 7FARS4H73SE019905,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_765.PNG,2025 CR-V - 251177 - NEW - 7FARS4H73SE019905
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 251164,NEW - 7FARS4H77SE019535,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_766.PNG,2025 CR-V - 251164,NEW - 7FARS4H77SE019535,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_766.PNG,2025 CR-V - 251164 - NEW - 7FARS4H77SE019535
2025 Honda,CR-V,EX-L,2025 CR-V - 251139,NEW - 7FARS4H78SE019009,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_767.PNG,2025 CR-V - 251139,NEW - 7FARS4H78SE019009,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_767.PNG,2025 CR-V - 251139 - NEW - 7FARS4H78SE019009
2025 Honda,CR-V,1.5T AWD EX-L,2025 CR-V - 251052,NEW - 2HKRS4H76SH479525,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_768.PNG,2025 CR-V - 251052,NEW - 2HKRS4H76SH479525,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_768.PNG,2025 CR-V - 251052 - NEW - 2HKRS4H76SH479525
2025 Honda,CR-V,HYBRID AWD SPORT,2025 CR-V - 251145,NEW - 7FARS6H52SE096968,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_769.PNG,2025 CR-V - 251145,NEW - 7FARS6H52SE096968,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_769.PNG,2025 CR-V - 251145 - NEW - 7FARS6H52SE096968
2025 Honda,CR-V,1.5T 2WD EX-L,2025 CR-V - 251151,NEW - 5J6RS3H71SL012187,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_770.PNG,2025 CR-V - 251151,NEW - 5J6RS3H71SL012187,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_770.PNG,2025 CR-V - 251151 - NEW - 5J6RS3H71SL012187
2025 Honda,CR-V,1.5T 2WD EX-L,2025 CR-V - 251123,NEW - 5J6RS3H7XSL011765,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_771.PNG,2025 CR-V - 251123,NEW - 5J6RS3H7XSL011765,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_771.PNG,2025 CR-V - 251123 - NEW - 5J6RS3H7XSL011765
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251174,NEW - 1HGCY2F67SA044556,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_772.PNG,2025 Accord Sedan - 251174,NEW - 1HGCY2F67SA044556,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_772.PNG,2025 Accord Sedan - 251174 - NEW - 1HGCY2F67SA044556
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251043,NEW - 1HGCY2F68SA037700,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_773.PNG,2025 Accord Sedan - 251043,NEW - 1HGCY2F68SA037700,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_773.PNG,2025 Accord Sedan - 251043 - NEW - 1HGCY2F68SA037700
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 250975,NEW - 1HGCY2F70SA025680,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_774.PNG,2025 Accord Sedan - 250975,NEW - 1HGCY2F70SA025680,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_774.PNG,2025 Accord Sedan - 250975 - NEW - 1HGCY2F70SA025680
2025 Honda,Accord Sedan,HYBRID SPORT-L,2025 Accord Sedan - 250973,NEW - 1HGCY2F76SA033945,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_775.PNG,2025 Accord Sedan - 250973,NEW - 1HGCY2F76SA033945,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_775.PNG,2025 Accord Sedan - 250973 - NEW - 1HGCY2F76SA033945
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 251141,NEW - 1HGCY2F52SA005672,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_776.PNG,2025 Accord Sedan - 251141,NEW - 1HGCY2F52SA005672,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_776.PNG,2025 Accord Sedan - 251141 - NEW - 1HGCY2F52SA005672
2025 Honda,Accord Sedan,HYBRID EX-L,2025 Accord Sedan - 251011,NEW - 1HGCY2F65SA037122,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_777.PNG,2025 Accord Sedan - 251011,NEW - 1HGCY2F65SA037122,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_777.PNG,2025 Accord Sedan - 251011 - NEW - 1HGCY2F65SA037122
2025 Honda,Civic Hatchback,HYB SPORT TRG,2025 Civic Hatchback - 251036,NEW - 19XFL4H92SE013970,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_778.PNG,2025 Civic Hatchback - 251036,NEW - 19XFL4H92SE013970,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_778.PNG,2025 Civic Hatchback - 251036 - NEW - 19XFL4H92SE013970
2025 Honda,Accord Sedan,HYBRID SPORT,2025 Accord Sedan - 250830,NEW - 1HGCY2F50SA024916,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_779.PNG,2025 Accord Sedan - 250830,NEW - 1HGCY2F50SA024916,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_779.PNG,2025 Accord Sedan - 250830 - NEW - 1HGCY2F50SA024916
2025 Honda,CR-V,1.5T 2WD EX,2025 CR-V - 251134,NEW - 2HKRS3H47SH338897,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_780.PNG,2025 CR-V - 251134,NEW - 2HKRS3H47SH338897,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_780.PNG,2025 CR-V - 251134 - NEW - 2HKRS3H47SH338897
2025 Honda,CR-V,1.5T 2WD EX,2025 CR-V - 251106,NEW - 7FARS3H40SE008232,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_781.PNG,2025 CR-V - 251106,NEW - 7FARS3H40SE008232,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_781.PNG,2025 CR-V - 251106 - NEW - 7FARS3H40SE008232
2025 Honda,CR-V,1.5T 2WD EX,2025 CR-V - 251178,NEW - 5J6RS3H46SL013129,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_782.PNG,2025 CR-V - 251178,NEW - 5J6RS3H46SL013129,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_782.PNG,2025 CR-V - 251178 - NEW - 5J6RS3H46SL013129
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251161,NEW - 2HGFE4F81SH344162,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_783.PNG,2025 Civic Sedan - 251161,NEW - 2HGFE4F81SH344162,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_783.PNG,2025 Civic Sedan - 251161 - NEW - 2HGFE4F81SH344162
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251153,NEW - 2HGFE4F88SH343297,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_784.PNG,2025 Civic Sedan - 251153,NEW - 2HGFE4F88SH343297,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_784.PNG,2025 Civic Sedan - 251153 - NEW - 2HGFE4F88SH343297
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251154,NEW - 2HGFE4F83SH338380,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_785.PNG,2025 Civic Sedan - 251154,NEW - 2HGFE4F83SH338380,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_785.PNG,2025 Civic Sedan - 251154 - NEW - 2HGFE4F83SH338380
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251169,NEW - 2HGFE4F87SH337829,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_786.PNG,2025 Civic Sedan - 251169,NEW - 2HGFE4F87SH337829,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_786.PNG,2025 Civic Sedan - 251169 - NEW - 2HGFE4F87SH337829
2025 Honda,CR-V,1.5T AWD LX,2025 CR-V - 251105,NEW - 7FARS4H26SE018252,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_787.PNG,2025 CR-V - 251105,NEW - 7FARS4H26SE018252,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_787.PNG,2025 CR-V - 251105 - NEW - 7FARS4H26SE018252
2025 Honda,HR-V,EX-L,2025 HR-V - 251096,NEW - 3CZRZ2H7XSM789097,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_788.PNG,2025 HR-V - 251096,NEW - 3CZRZ2H7XSM789097,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_788.PNG,2025 HR-V - 251096 - NEW - 3CZRZ2H7XSM789097
2025 Honda,Civic Sedan,4D HYBRID SPORT TOURING,2025 Civic Sedan - 251041,NEW - 2HGFE4F86SH337935,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_789.PNG,2025 Civic Sedan - 251041,NEW - 2HGFE4F86SH337935,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_789.PNG,2025 Civic Sedan - 251041 - NEW - 2HGFE4F86SH337935
2025 Honda,HR-V,EX-L,2025 HR-V - 251125,NEW - 3CZRZ2H72SM791801,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_790.PNG,2025 HR-V - 251125,NEW - 3CZRZ2H72SM791801,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_790.PNG,2025 HR-V - 251125 - NEW - 3CZRZ2H72SM791801
2025 Honda,HR-V,AWD EX-L,2025 HR-V - 251143,NEW - 3CZRZ2H77SM786271,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_791.PNG,2025 HR-V - 251143,NEW - 3CZRZ2H77SM786271,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_791.PNG,2025 HR-V - 251143 - NEW - 3CZRZ2H77SM786271
2025 Honda,HR-V,EX-L,2025 HR-V - 251067,NEW - 3CZRZ2H76SM787721,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_792.PNG,2025 HR-V - 251067,NEW - 3CZRZ2H76SM787721,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_792.PNG,2025 HR-V - 251067 - NEW - 3CZRZ2H76SM787721
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251075,NEW - 1HGCY1F41SA024103,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_793.PNG,2025 Accord Sedan - 251075,NEW - 1HGCY1F41SA024103,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_793.PNG,2025 Accord Sedan - 251075 - NEW - 1HGCY1F41SA024103
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251167,NEW - 1HGCY1F42SA031030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_794.PNG,2025 Accord Sedan - 251167,NEW - 1HGCY1F42SA031030,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_794.PNG,2025 Accord Sedan - 251167 - NEW - 1HGCY1F42SA031030
2025 Honda,Civic Hybrid,Sport Touring,2025 Civic Hybrid - 250796,NEW - 2HGFE4F80SH316143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_795.PNG,2025 Civic Hybrid - 250796,NEW - 2HGFE4F80SH316143,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_795.PNG,2025 Civic Hybrid - 250796 - NEW - 2HGFE4F80SH316143
2025 Honda,Accord Sedan,1.5T SE,2025 Accord Sedan - 251108,NEW - 1HGCY1F43SA022658,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_796.PNG,2025 Accord Sedan - 251108,NEW - 1HGCY1F43SA022658,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_796.PNG,2025 Accord Sedan - 251108 - NEW - 1HGCY1F43SA022658
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251148,NEW - 3CZRZ2H50SM793996,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_797.PNG,2025 HR-V - 251148,NEW - 3CZRZ2H50SM793996,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_797.PNG,2025 HR-V - 251148 - NEW - 3CZRZ2H50SM793996
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251146,NEW - 3CZRZ2H51SM795160,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_798.PNG,2025 HR-V - 251146,NEW - 3CZRZ2H51SM795160,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_798.PNG,2025 HR-V - 251146 - NEW - 3CZRZ2H51SM795160
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251147,NEW - 3CZRZ2H54SM793693,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_799.PNG,2025 HR-V - 251147,NEW - 3CZRZ2H54SM793693,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_799.PNG,2025 HR-V - 251147 - NEW - 3CZRZ2H54SM793693
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 250988,NEW - 3CZRZ2H57SM784230,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_800.PNG,2025 HR-V - 250988,NEW - 3CZRZ2H57SM784230,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_800.PNG,2025 HR-V - 250988 - NEW - 3CZRZ2H57SM784230
2025 Honda,HR-V,AWD SPORT,2025 HR-V - 251102,NEW - 3CZRZ2H54SM789790,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_801.PNG,2025 HR-V - 251102,NEW - 3CZRZ2H54SM789790,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_801.PNG,2025 HR-V - 251102 - NEW - 3CZRZ2H54SM789790
2025 Honda,Civic Sedan,4D HYBRID SPORT,2025 Civic Sedan - 251179,NEW - 2HGFE4F85SH344486,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_802.PNG,2025 Civic Sedan - 251179,NEW - 2HGFE4F85SH344486,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_802.PNG,2025 Civic Sedan - 251179 - NEW - 2HGFE4F85SH344486
2025 Honda,Civic Sedan,4D HYBRID SPORT,2025 Civic Sedan - 251155,NEW - 2HGFE4F89SH343812,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_803.PNG,2025 Civic Sedan - 251155,NEW - 2HGFE4F89SH343812,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_803.PNG,2025 Civic Sedan - 251155 - NEW - 2HGFE4F89SH343812
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 251107,NEW - 19XFL2H88SE025150,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_804.PNG,2025 Civic Hatchback - 251107,NEW - 19XFL2H88SE025150,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_804.PNG,2025 Civic Hatchback - 251107 - NEW - 19XFL2H88SE025150
2025 Honda,HR-V,2WD SPORT,2025 HR-V - 251135,NEW - 3CZRZ1H52SM756376,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_805.PNG,2025 HR-V - 251135,NEW - 3CZRZ1H52SM756376,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_805.PNG,2025 HR-V - 251135 - NEW - 3CZRZ1H52SM756376
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 251111,NEW - 19XFL2H8XSE021343,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_806.PNG,2025 Civic Hatchback - 251111,NEW - 19XFL2H8XSE021343,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_806.PNG,2025 Civic Hatchback - 251111 - NEW - 19XFL2H8XSE021343
2025 Honda,HR-V,AWD LX,2025 HR-V - 251130,NEW - 3CZRZ2H31SM792712,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_807.PNG,2025 HR-V - 251130,NEW - 3CZRZ2H31SM792712,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_807.PNG,2025 HR-V - 251130 - NEW - 3CZRZ2H31SM792712
2025 Honda,HR-V,AWD LX,2025 HR-V - 251126,NEW - 3CZRZ2H37SM791676,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_808.PNG,2025 HR-V - 251126,NEW - 3CZRZ2H37SM791676,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_808.PNG,2025 HR-V - 251126 - NEW - 3CZRZ2H37SM791676
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 251022,NEW - 19XFL2H86SE022912,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_809.PNG,2025 Civic Hatchback - 251022,NEW - 19XFL2H86SE022912,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_809.PNG,2025 Civic Hatchback - 251022 - NEW - 19XFL2H86SE022912
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250433,NEW - 19XFL2H87SE003687,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_810.PNG,2025 Civic Hatchback - 250433,NEW - 19XFL2H87SE003687,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_810.PNG,2025 Civic Hatchback - 250433 - NEW - 19XFL2H87SE003687
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250983,NEW - 2HGFE2F50SH581963,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_811.PNG,2025 Civic Sedan - 250983,NEW - 2HGFE2F50SH581963,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_811.PNG,2025 Civic Sedan - 250983 - NEW - 2HGFE2F50SH581963
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251084,NEW - 2HGFE2F50SH587908,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_812.PNG,2025 Civic Sedan - 251084,NEW - 2HGFE2F50SH587908,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_812.PNG,2025 Civic Sedan - 251084 - NEW - 2HGFE2F50SH587908
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251008,NEW - 2HGFE2F51SH582782,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_813.PNG,2025 Civic Sedan - 251008,NEW - 2HGFE2F51SH582782,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_813.PNG,2025 Civic Sedan - 251008 - NEW - 2HGFE2F51SH582782
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251070,NEW - 2HGFE2F55SH586849,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_814.PNG,2025 Civic Sedan - 251070,NEW - 2HGFE2F55SH586849,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_814.PNG,2025 Civic Sedan - 251070 - NEW - 2HGFE2F55SH586849
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 250879,NEW - 2HGFE2F59SH572811,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_815.PNG,2025 Civic Sedan - 250879,NEW - 2HGFE2F59SH572811,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_815.PNG,2025 Civic Sedan - 250879 - NEW - 2HGFE2F59SH572811
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251080,NEW - 2HGFE2F59SH587602,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_816.PNG,2025 Civic Sedan - 251080,NEW - 2HGFE2F59SH587602,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_816.PNG,2025 Civic Sedan - 251080 - NEW - 2HGFE2F59SH587602
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251085,NEW - 2HGFE2F5XSH587804,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_817.PNG,2025 Civic Sedan - 251085,NEW - 2HGFE2F5XSH587804,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_817.PNG,2025 Civic Sedan - 251085 - NEW - 2HGFE2F5XSH587804
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 251032,NEW - 19XFL2H86SE023154,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_818.PNG,2025 Civic Hatchback - 251032,NEW - 19XFL2H86SE023154,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_818.PNG,2025 Civic Hatchback - 251032 - NEW - 19XFL2H86SE023154
2025 Honda,Civic Hatchback,SPORT,2025 Civic Hatchback - 250976,NEW - 19XFL2H86SE004359,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_819.PNG,2025 Civic Hatchback - 250976,NEW - 19XFL2H86SE004359,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_819.PNG,2025 Civic Hatchback - 250976 - NEW - 19XFL2H86SE004359
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251112,NEW - 2HGFE2F56SH589940,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_820.PNG,2025 Civic Sedan - 251112,NEW - 2HGFE2F56SH589940,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_820.PNG,2025 Civic Sedan - 251112 - NEW - 2HGFE2F56SH589940
2025 Honda,Civic Sedan,4D SPORT,2025 Civic Sedan - 251053,NEW - 2HGFE2F57SH585962,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_821.PNG,2025 Civic Sedan - 251053,NEW - 2HGFE2F57SH585962,orders\Frank_Leta_Honda\20250811_130732\qr_codes\Frank_Leta_Honda_QR_Code_821.PNG,2025 Civic Sedan - 251053 - NEW - 2HGFE2F57SH585962
